,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d
1069, 1070 ,  KUSH KushCoin ,KUSH," $360,785 ", $0.065357 ,"  5,520,249 ", Low Vol ,-0.18%,-0.98%,16.95%
1070, 1071 ,  VIDZ PureVidz ,VIDZ," $359,112 ", $0.002866 ,"  125,279,775 * ", Low Vol ,-0.18%,8.61%,-2.30%
1071, 1072 ,  AMBER AmberCoin ,AMBER," $356,723 ", $0.008163 ,"  43,699,481 ", Low Vol ,-0.19%,6.84%,-6.26%
1072, 1073 ,  CNO Coin(O) ,CNO," $350,756 ", $0.003332 ,"  105,272,965 ", Low Vol ,7.91%,2.12%,15.79%
1073, 1074 ,  BTCR Bitcurrency ,BTCR," $339,048 ", $0.001999 ,"  169,598,616 * ", Low Vol ,-0.18%,4.67%,-13.69%
1074, 1075 ,  MAD SatoshiMadness ,MAD," $324,775 ", $0.000162 ,"  2,000,683,485 * ", ? ,?,1.99%,15.64%
1075, 1076 ,  PHS Philosopher S... ,PHS," $315,114 ", $0.052394 ,"  6,014,340 * ", Low Vol ,-0.19%,-10.87%,-11.09%
1076, 1077 ,  CRX Chronos ,CRX," $311,576 ", $0.004226 ,"  73,729,962 ", Low Vol ,-0.18%,16.85%,74.66%
1077, 1078 ,  PR Prototanium ,PR," $311,163 ", $1.58 ,"  196,620 ", Low Vol ,-0.19%,21.39%,46.24%
1078, 1079 ,  BLOCKPAY BlockPay ,BLOCKPAY," $306,069 ", $0.056384 ,"  5,428,300 * ", Low Vol ,0.89%,20.19%,41.42%
1079, 1080 ,  B@ Bankcoin ,B@," $298,254 ", $0.028980 ," 10,291,781 * ", Low Vol ,0.21%,11.27%,124.07%
1080, 1081 ,  CCN CannaCoin ,CCN," $295,677 ", $0.062889 ,"  4,701,565 ", Low Vol ,-0.19%,9.80%,21.34%
1081, 1082 ,  DIX Dix Asset ,DIX," $289,919 ", $0.000003 ,"  100,000,000,000 * ", Low Vol ,-18.93%,4.26%,33.88%
1082, 1083 ,  SIGT Signatum ,SIGT," $287,801 ", $0.002665 ,"  107,972,766 * ", Low Vol ,-0.18%,1.50%,7.24%
1083, 1084 ,  MARS Marscoin ,MARS," $285,022 ", $0.010079 ,"  28,279,074 ", Low Vol ,0.92%,7.32%,28.61%
1084, 1085 ,  NUKO Nekonium ,NUKO," $284,895 ", $0.023740 ,"  12,000,829 ", Low Vol ,1.34%,6.76%,34.88%
1085, 1086 ,  EVIL Evil Coin ,EVIL," $283,222 ", $0.013474 ,"  21,020,383 ", Low Vol ,-1.28%,-1.85%,36.20%
1086, 1087 ,  SCORE Scorecoin ,SCORE," $281,603 ", $0.006747 ,"  41,737,500 ", Low Vol ,-0.18%,5.99%,-8.19%
1087, 1088 ,  ENT Eternity ,ENT," $279,476 ", $0.066721 ,"  4,188,752 ", Low Vol ,-0.18%,2.87%,8.05%
1088, 1089 ,  QBC Quebecoin ,QBC," $272,684 ", $0.017492 ,"  15,588,776 ", Low Vol ,-0.18%,-4.52%,31.29%
1089, 1090 ,  CHESS ChessCoin ,CHESS," $271,591 ", $0.005026 ,"   54,032,769 * ", Low Vol ,-0.18%,6.16%,8.69%
1090, 1091 ,  PX PX ,PX," $270,319 ", $0.002749 ,"  98,341,177 ", Low Vol ,-0.18%,-4.05%,5.84%
1091, 1092 ,  VISIO Visio ,VISIO," $269,922 ", $0.005291 ,"  51,017,363 * ", Low Vol ,-0.17%,-14.92%,-18.07%
1092, 1093 ,  GAP Gapcoin ,GAP," $269,791 ", $0.020907 ,"  12,904,019 ", Low Vol ,-0.18%,25.70%,31.80%
1093, 1094 ,  BITZ Bitz ,BITZ," $269,648 ", $0.135441 ,"  1,990,891 ", Low Vol ,-0.18%,4.60%,-1.96%
1094, 1095 ,  MNM Mineum ,MNM," $269,605 ", $0.028571 ,"  9,436,367 ", Low Vol ,-1.33%,14.97%,19.55%
1095, 1096 ,  TGC Tigercoin ,TGC," $264,733 ", $0.006081 ," 43,536,800 ", Low Vol ,-0.18%,4.75%,10.21%
1096, 1097 ,  EMD Emerald Crypto ,EMD," $261,153 ", $0.013661 ,"  19,117,129 ", Low Vol ,-0.18%,17.84%,32.41%
1097, 1098 ,  DTC Datacoin ,DTC," $260,269 ", $0.008413 ,"  30,936,643 ", Low Vol ,-0.18%,4.66%,-9.58%
1098, 1099 ,  ICN iCoin ,ICN," $258,765 ", $0.008746 ,"  29,586,163 ", Low Vol ,-0.18%,2.39%,11.35%
1099, 1100 ,  FRC Freicoin ,FRC," $258,472 ", $0.008413 ,"  30,723,005 ", Low Vol ,-0.18%,5.71%,19.86%
1100, 1101 ,  XCXT CoinonatX ,XCXT," $254,746 ", $0.013717 ,"  18,571,000 ", Low Vol ,-0.96%,-3.82%,-0.75%
1101, 1102 ,  ATOM Atomic Coin ,ATOM," $241,790 ", $0.015696 ,"  15,404,958 ", Low Vol ,0.72%,9.45%,23.78%
1102, 1103 ,  BRIA BriaCoin ,BRIA," $238,081 ", $0.324700 ,"  733,233 * ", Low Vol ,0.00%,?,7.81%
1103, 1104 ,  ABJ Abjcoin ,ABJ," $230,635 ", $0.027904 ,"  8,265,187 ", Low Vol ,-0.18%,3.81%,67.59%
1104, 1105 ,  SPEX SproutsExtreme ,SPEX," $227,407 ", $0.000079 ,"  2,866,607,586 * ", ? ,?,?,13.03%
1105, 1106 ,  AMMO Ammo Reloaded ,AMMO," $226,753 ", $0.002915 ," 77,777,777 * ", Low Vol ,-0.18%,?,18.67%
1106, 1107 ,  CYP Cypher ,CYP," $224,278 ", $0.035235 ,"  6,365,285 * ", Low Vol ,-4.26%,-16.62%,-25.66%
1107, 1108 ,  ZCG Zlancer ,ZCG," $219,278 ", $0.109223 ,"  2,007,615 * ", Low Vol ,-0.18%,5.18%,18.78%
1108, 1109 ,  BLC Blakecoin ,BLC," $217,204 ", $0.014363 ,"  15,122,697 ", Low Vol ,-0.20%,1.39%,7.73%
1109, 1110 ,  AIB Advanced Inte... ,AIB," $212,682 ", $0.006598 ,"  32,234,319 ", Low Vol ,-0.18%,31.77%,51.78%
1110, 1111 ,  C2 Coin2.1 ,C2," $209,211 ", $0.002674 ,"  78,245,975 * ", Low Vol ,-0.18%,6.10%,44.00%
1111, 1112 ,  GOLF Golfcoin ,GOLF," $207,034 ", $0.000167 ,"  1,242,747,054 ", Low Vol ,-0.18%,4.67%,-37.06%
1112, 1113 ,  KED Darsek ,KED," $206,335 ", $0.010662 ,"  19,352,341 ", Low Vol ,-0.18%,-4.30%,21.53%
1113, 1114 ,  GLC GlobalCoin ,GLC," $206,284 ", $0.003165 ,"  65,171,010 ", Low Vol ,-0.18%,-0.57%,2.50%
1114, 1115 ,  CUBE DigiCube ,CUBE," $202,338 ", $0.000083 ,"  2,429,126,009 * ", Low Vol ,-0.18%,-40.19%,-32.22%
1115, 1116 ,  SPACE SpaceCoin ,SPACE," $201,576 ", $0.009041 ,"  22,295,004 ", Low Vol ,-0.18%,16.51%,21.17%
1116, 1117 ,  XIOS Xios ,XIOS," $198,475 ", $0.092327 ,"  2,149,688 ", Low Vol ,-0.69%,3.11%,17.61%
1117, 1118 ,  UNITS GameUnits ,UNITS," $195,715 ", $0.056354 ,"  3,472,983 * ", Low Vol ,-0.18%,-7.96%,0.08%
1118, 1119 ,  BERN BERNcash ,BERN," $190,471 ", $0.002674 ,"  71,234,301 ", Low Vol ,-1.02%,15.30%,-11.27%
1119, 1120 ,  ZUR Zurcoin ,ZUR," $189,832 ", $0.002166 ,"  87,653,034 ", Low Vol ,-0.18%,8.86%,28.56%
1120, 1121 ,  LTB LiteBar ,LTB," $188,212 ", $0.206576 ,"  911,103 ", Low Vol ,-0.18%,4.83%,16.06%
1121, 1122 ,  AMS AmsterdamCoin ,AMS," $188,175 ", $0.003748 ,"  50,201,886 ", Low Vol ,-0.18%,-5.80%,30.26%
1122, 1123 ,  RBIES Rubies ,RBIES," $188,084 ", $0.018059 ,"  10,415,252 * ", Low Vol ,-0.18%,29.83%,13.44%
1123, 1124 ,  GTC Global Tour Coin ,GTC," $186,714 ", $0.006247 ,"  29,887,402 ", Low Vol ,-0.18%,0.64%,36.53%
1124, 1125 ,  MAY Theresa May Coin ,MAY," $186,620 ", $0.004749 ,"  39,293,600 ", Low Vol ,1.10%,1.30%,11.91%
1125, 1126 ,  LEA LeaCoin ,LEA," $186,071 ", $0.000532 ,"  349,917,296 ", Low Vol ,-5.99%,-4.54%,16.97%
1126, 1127 ,  DUO ParallelCoin ,DUO," $184,588 ", $0.586517 ,"  314,719 ", Low Vol ,0.28%,21.89%,50.42%
1127, 1128 ,  CCO Ccore ,CCO," $182,620 ", $0.125945 ,"  1,449,999 * ", Low Vol ,-0.18%,-29.44%,-3.39%
1128, 1129 ,  300 300 Token ,300," $182,420 ", $608.07 ,  300 * , Low Vol ,-0.18%,-7.54%,-4.96%
1129, 1130 ,  INFX Influxcoin ,INFX," $182,318 ", $0.108952 ,"  1,673,383 ", Low Vol ,-2.36%,11.93%,14.56%
1130, 1131 ,  XCT C-Bit ,XCT," $181,071 ", $0.001149 ,"  157,625,875 ", Low Vol ,-12.29%,15.41%,37.97%
1131, 1132 ,  XRA Ratecoin ,XRA," $179,187 ", $0.001463 ,"  122,449,162 * ", Low Vol ,-3.88%,-0.16%,3.96%
1132, 1133 ,  PKB ParkByte ,PKB," $176,985 ", $0.037150 ,"  4,764,026 * ", Low Vol ,-0.18%,-10.91%,-22.08%
1133, 1134 ,  PXI Prime-XI ,PXI," $176,597 ", $0.008836 ,"  19,986,740 ", Low Vol ,0.34%,3.58%,26.00%
1134, 1135 ,  IMS Independent M... ,IMS," $175,835 ", $0.032751 ,"  5,368,934 ", Low Vol ,1.46%,8.87%,29.76%
1135, 1136 ,  CAT Catcoin ,CAT," $175,334 ", $0.027488 ,"  6,378,600 ", Low Vol ,-0.19%,15.76%,18.77%
1136, 1137 ,  KAYI Kayicoin ,KAYI," $169,652 ", $0.000597 ,"  284,345,719 * ", Low Vol ,1.31%,-2.42%,1.39%
1137, 1138 ,  FNC FinCoin ,FNC," $168,252 ", $0.013064 ,"  12,878,667 * ", Low Vol ,66.58%,55.50%,112.14%
1138, 1139 ,  VOT VoteCoin ,VOT," $165,297 ", $0.010033 ,"  16,474,625 ", Low Vol ,2.76%,9.51%,19.21%
1139, 1140 ,  YAC Yacoin ,YAC," $161,916 ", $0.001333 ,"  121,489,948 ", Low Vol ,-0.19%,-6.97%,26.58%
1140, 1141 ,  RED RedCoin ,RED," $160,497 ", $0.002166 ,"  74,107,896 ", Low Vol ,-0.19%,-6.70%,2.85%
1141, 1142 ,  CASH Cashcoin ,CASH," $154,879 ", $0.003249 ,"  47,675,905 ", Low Vol ,-56.75%,-49.50%,-73.77%
1142, 1143 ,  HONEY Honey ,HONEY," $154,501 ", $0.338852 ,"  455,955 ", Low Vol ,0.66%,-0.29%,34.11%
1143, 1144 ,  CHAN ChanCoin ,CHAN," $150,955 ", $0.018659 ,"  8,090,415 ", Low Vol ,-0.18%,16.21%,24.24%
1144, 1145 ,  FIRE Firecoin ,FIRE," $144,594 ", $1.47 ,"  98,412 * ", Low Vol ,-0.19%,4.66%,17.92%
1145, 1146 ,  REE ReeCoin ,REE," $143,618 ", $0.000056 ,"  2,560,000,000 ", Low Vol ,-4.76%,-1.27%,36.14%
1146, 1147 ,  STV Sativacoin ,STV," $139,992 ", $0.019741 ,"  7,091,544 ", Low Vol ,-0.18%,-7.17%,16.07%
1147, 1148 ,  QTL Quatloo ,QTL," $135,664 ", $0.017576 ,"  7,718,883 ", Low Vol ,-0.19%,6.69%,22.15%
1148, 1149 ,  SCRT SecretCoin ,SCRT," $134,202 ", $0.031736 ,"  4,228,672 * ", Low Vol ,-0.18%,2.78%,0.16%
1149, 1150 ,  ICOB ICOBID ,ICOB," $134,127 ", $0.001253 ,"  107,048,455 * ", Low Vol ,-0.36%,4.96%,11.30%
1150, 1151 ,  EVO Evotion ,EVO," $132,705 ", $0.040514 ,"  3,275,504 ", Low Vol ,-0.18%,5.33%,22.42%
1151, 1152 ,  PCOIN Pioneer Coin ,PCOIN," $131,463 ", $0.050228 ,"  2,617,323 ", Low Vol ,-0.40%,3.92%,8.78%
1152, 1153 ,  CFD Confido ,CFD," $126,283 ", $0.014031 ,"  9,000,000 * ", Low Vol ,?,?,-25.93%
1153, 1154 ,  XBTC21 Bitcoin 21 ,XBTC21," $124,992 ", $0.157598 ,"  793,108 * ", Low Vol ,-0.18%,27.35%,33.57%
1154, 1155 ,  CAB Cabbage ,CAB," $124,195 ", $0.011828 ," 10,499,996 * ", Low Vol ,9.03%,11.75%,25.56%
1155, 1156 ,  611 SixEleven ,611," $122,339 ", $0.276055 ,"  443,169 ", Low Vol ,-1.22%,-6.23%,1.06%
1156, 1157 ,  GCC GuccioneCoin ,GCC," $121,660 ", $0.005997 ,"  20,285,537 * ", Low Vol ,10.57%,15.94%,21.55%
1157, 1158 ,  ISL IslaCoin ,ISL," $120,287 ", $0.079465 ,"  1,513,704 * ", Low Vol ,-0.18%,7.84%,-38.34%
1158, 1159 ,  SOON SoonCoin ,SOON," $118,343 ", $0.009496 ,"  12,462,620 * ", Low Vol ,-0.18%,16.61%,18.67%
1159, 1160 ,  FUNC FUNCoin ,FUNC," $118,216 ", $0.020213 ,"  5,848,581 * ", Low Vol ,0.30%,13.07%,22.61%
1160, 1161 ,  TAJ TajCoin ,TAJ," $117,849 ", $0.013061 ,"  9,023,115 ", Low Vol ,-0.02%,2.59%,-0.62%
1161, 1162 ,  DLC Dollarcoin ,DLC," $116,818 ", $0.012828 ,"  9,106,714 ", Low Vol ,-0.18%,-5.18%,-1.52%
1162, 1163 ,  LCT LendConnect ,LCT," $113,815 ", $0.052666 ,"  2,161,059 * ", Low Vol ,-0.16%,?,-70.96%
1163, 1164 ,  HMP HempCoin ,HMP," $113,004 ", $0.000083 ,"  1,356,645,470 ", Low Vol ,-0.18%,4.67%,18.67%
1164, 1165 ,  COAL BitCoal ,COAL," $111,459 ", $0.024769 ,"  4,500,000 ", Low Vol ,-0.24%,-3.37%,17.85%
1165, 1166 ,  EUC Eurocoin ,EUC," $111,309 ", $0.008965 ,"  12,416,554 ", Low Vol ,-0.18%,10.59%,14.20%
1166, 1167 ,  BTQ BitQuark ,BTQ," $110,308 ", $0.011162 ,"  9,882,651 ", Low Vol ,-0.18%,-11.93%,-4.46%
1167, 1168 ,  BOST BoostCoin ,BOST," $108,628 ", $0.009163 ,"  11,855,487 ", Low Vol ,-0.18%,-15.40%,-6.53%
1168, 1169 ,  VC VirtualCoin ,VC," $104,790 ", $0.010412 ,"  10,064,287 ", Low Vol ,-0.18%,-50.63%,-27.64%
1169, 1170 ,  BSTAR Blackstar ,BSTAR," $102,326 ", $0.000162 ,"  630,795,971 * ", ? ,?,1.92%,131.11%
1170, 1171 ,  SOIL SOILcoin ,SOIL," $102,117 ", $0.017909 ,"  5,702,048 ", Low Vol ,-0.18%,-1.30%,42.89%
1171, 1172 ,  NRO Neuro ,NRO," $101,873 ", $0.001999 ,"  50,958,798 ", Low Vol ,-0.18%,25.60%,42.26%
1172,  1173 ,  YTN YENTEN ,YTN," $101,294 ", $0.017684 ,"  5,727,878 ", Low Vol ,-0.59%,-5.34%,-9.87%
1173, 1174 ,  XNG Enigma ,XNG," $98,582 ", $0.130693 ,"  754,301 ", Low Vol ,-0.18%,-4.74%,-18.66%
1174, 1175 ,  XCRE Creatio ,XCRE," $97,554 ", $0.004754 ,"  20,520,514 * ", Low Vol ,-0.18%,5.75%,4.49%
1175, 1176 ,  CXT Coinonat ,CXT," $95,303 ", $0.011052 ,"  8,623,200 ", Low Vol ,-0.18%,9.10%,36.72%
1176, 1177 ,  RIDE Ride My Car ,RIDE," $93,233 ", $0.000921 ,"  101,276,976 * ", ? ,?,5.16%,19.23%
1177, 1178 ,  J Joincoin ,J," $92,201 ", $0.029903 ,"  3,083,273 ", Low Vol ,-0.18%,4.67%,11.54%
1178, 1179 ,  $$$ Money ,$$$," $91,734 ", $0.001999 ,"  45,887,218 ", Low Vol ,-1.93%,9.22%,14.46%
1179, 1180 ,  GUESS Peerguess ,GUESS," $86,719 ", $0.007830 ,"  11,075,334 * ", Low Vol ,-0.18%,9.32%,8.98%
1180, 1181 ,  VLT Veltor ,VLT," $86,612 ", $0.156098 ,"  554,855 ", Low Vol ,-0.18%,6.31%,-5.58%
1181, 1182 ,  STARS StarCash Network ,STARS," $86,514 ", $0.090127 ,"  959,914 * ", Low Vol ,-0.18%,56.86%,?
1182, 1183 ,  ICE iDice ,ICE," $86,001 ", $0.054742 ,"  1,571,013 * ", Low Vol ,?,-0.11%,-30.69%
1183, 1184 ,  DRS Digital Rupees ,DRS," $85,097 ", $0.000167 ,"  510,802,961 * ", Low Vol ,-0.18%,-22.55%,-22.15%
1184, 1185 ,  BENJI BenjiRolls ,BENJI," $84,796 ", $0.004182 ,"  20,276,099 ", Low Vol ,-0.18%,-1.73%,29.36%
1185, 1186 ,  BLN Bolenum ,BLN," $81,609 ", $0.008161 ,"  10,000,000 * ", Low Vol ,-0.17%,11.44%,26.38%
1186, 1187 ,  MAR Marijuanacoin ,MAR," $81,272 ", $0.049812 ,"  1,631,601 ", Low Vol ,-0.18%,4.44%,34.85%
1187, 1188 ,  MTLMC3 Metal Music Coin ,MTLMC3," $79,684 ", $0.001000 ,"  79,719,140 ", Low Vol ,?,-10.28%,42.42%
1188, 1189 ,  ASAFE2 AllSafe ,ASAFE2," $79,285 ", $0.009669 ,"  8,200,310  * ", Low Vol ,-0.18%,5.15%,-33.14%
1189, 1190 ,  DBTC Debitcoin ,DBTC," $79,040 ", $0.004391 ,"  17,999,629 ", Low Vol ,-0.18%,-25.92%,18.40%
1190, 1191 ,  CNNC Cannation ,CNNC," $78,446 ", $0.031671 ,"  2,476,893 ", Low Vol ,-0.18%,4.45%,33.44%
1191, 1192 ,  SPT Spots ,SPT," $78,165 ", $0.003489 ,"  22,406,021 ", Low Vol ,-0.18%,0.69%,20.63%
1192, 1193 ,  CPN CompuCoin ,CPN," $75,158 ", $0.003832 ,"  19,615,019 ", Low Vol ,-0.18%,9.43%,16.32%
1193, 1194 ,  BLRY BillaryCoin ,BLRY," $74,167 ", $0.008246 ,"  8,993,896 ", Low Vol ,-0.18%,5.87%,10.38%
1194, 1195 ,  CACH CacheCoin ,CACH," $71,635 ", $0.017076 ,"  4,195,132 ", Low Vol ,-0.18%,4.41%,-12.58%
1195, 1196 ,  CF Californium ,CF," $69,971 ", $0.028654 ,"  2,441,925 ", Low Vol ,-1.05%,-9.35%,-7.13%
1196, 1197 ,  SH Shilling ,SH," $67,752 ", $0.010495 ,"  6,455,400 * ", Low Vol ,-0.18%,9.00%,19.97%
1197, 1198 ,  NTWK Network Token ,NTWK," $67,644 ", $0.005796 ,"  11,671,310 * ", Low Vol ,-0.16%,-21.65%,-35.20%
1198, 1199 ,  WORM HealthyWormCoin ,WORM," $66,960 ", $0.000583 ,"  114,839,557 ", Low Vol ,-0.18%,46.54%,108.91%
1199, 1200 ,  SONG SongCoin ,SONG," $65,102 ", $0.001999 ,"  32,565,300 ", Low Vol ,8.12%,4.88%,34.16%
1200, 1201 ,  CRDNC Credence Coin ,CRDNC," $64,294 ", $0.018761 ,"  3,427,006 * ", Low Vol ,-0.18%,102.79%,-33.66%
1201, 1202 ,  GPL Gold Pressed ... ,GPL," $63,035 ", $0.245726 ,"  256,527 ", Low Vol ,-0.18%,4.67%,12.96%
1202, 1203 ,  SOJ Sojourn ,SOJ," $62,646 ", $0.129110 ,"  485,214 ", Low Vol ,-0.18%,4.67%,21.04%
1203, 1204 ,  VIP VIP Tokens ,VIP," $62,537 ", $0.000749 ,"  83,450,403 * ", ? ,?,4.63%,52.30%
1204, 1205 ,  ZZC ZoZoCoin ,ZZC," $61,953 ", $0.104871 ,"  590,751 ", Low Vol ,-0.19%,15.91%,-62.59%
1205, 1206 ,  POS PoSToken ,POS," $61,405 ", $0.062342 ,"  984,962 * ", Low Vol ,-0.19%,-41.97%,-15.72%
1206, 1207 ,  MNC Mincoin ,MNC," $61,077 ", $0.013911 ,"  4,390,709 ", Low Vol ,25.32%,15.32%,-27.44%
1207, 1208 ,  PULSE Pulse ,PULSE," $60,744 ", $0.004248 ,"  14,298,972 ", Low Vol ,-0.18%,2.66%,51.31%
1208, 1209 ,  PONZI PonziCoin ,PONZI," $58,744 ", $0.068220 ,"  861,099 ", Low Vol ,-0.18%,4.67%,38.06%
1209, 1210 ,  QCN QuazarCoin ,QCN," $58,486 ", $0.008330 ,"  7,021,455 ", Low Vol ,-0.18%,4.67%,18.67%
1210, 1211 ,  DLISK DAPPSTER ,DLISK," $58,308 ", $0.000583 ," 100,000,000 * ", Low Vol ,-0.18%,22.12%,4.20%
1211, 1212 ,  URO Uro ,URO," $57,641 ", $0.047744 ," 1,207,310 ", ? ,?,?,14.45%
1212, 1213 ,  ZYD Zayedcoin ,ZYD," $57,210 ", $0.009163 ,"  6,243,840 ", Low Vol ,-0.18%,4.67%,12.17%
1213, 1214 ,  KRONE Kronecoin ,KRONE," $56,891 ", $0.009079 ,"  6,265,987 ", Low Vol ,-0.57%,3.72%,28.07%
1214, 1215 ,  WARP WARP ,WARP," $55,832 ", $0.050978 ,"  1,095,224 * ", Low Vol ,-0.18%,?,-24.10%
1215, 1216 ,  SFC Solarflarecoin ,SFC," $55,136 ", $0.003915 ,"  14,083,450 ", Low Vol ,-0.18%,-3.84%,22.25%
1216, 1217 ,  RBX Ripto Bux ,RBX," $53,857 ", $0.000141 ,"  381,236,123 * ", Low Vol ,0.21%,10.93%,51.69%
1217, 1218 ,  CTO Crypto ,CTO," $53,802 ", $0.003915 ,"  13,742,738 ", Low Vol ,-0.18%,-26.62%,23.96%
1218, 1219 ,  MND MindCoin ,MND," $52,869 ", $0.003332 ,"  15,867,695 ", Low Vol ,-0.18%,-2.63%,21.72%
1219, 1220 ,  SLEVIN Slevin ,SLEVIN," $52,477 ", $0.000750 ,"  70,000,000 * ", Low Vol ,-0.18%,34.57%,52.58%
1220, 1221 ,  UET Useless Ether... ,UET," $52,213 ", $0.013166 ,"  3,965,716 * ", Low Vol ,-0.16%,16.06%,16.35%
1221, 1222 ,  JWL Jewels ,JWL," $52,113 ", $0.002582 ,"  20,181,636 * ", Low Vol ,-0.18%,8.16%,?
1222, 1223 ,  XVP Virtacoinplus ,XVP," $49,595 ", $0.004538 ,"  10,928,643 ", Low Vol ,3.48%,0.93%,-58.18%
1223, 1224 ,  ALTCOM SONO ,ALTCOM," $47,894 ", $0.120864 ," 396,260 ", Low Vol ,-0.18%,-3.55%,14.84%
1224, 1225 ,  ATX Artex Coin ,ATX," $46,934 ", $0.002499 ,"  18,781,750 ", Low Vol ,-0.18%,2.19%,-0.75%
1225, 1226 ,  DRM Dreamcoin ,DRM," $46,275 ", $0.018742 ,"  2,469,083 * ", Low Vol ,-0.62%,4.20%,24.72%
1226, 1227 ,  FUZZ FuzzBalls ,FUZZ," $46,184 ", $0.009562 ,"  4,829,945 ", Low Vol ,-0.18%,-27.82%,-46.03%
1227, 1228 ,  MILO MiloCoin ,MILO," $45,837 ", $0.004248 ,"  10,789,954 ", Low Vol ,-0.18%,4.67%,38.15%
1228, 1229 ,  VEC2 VectorAI ,VEC2," $45,740 ", $0.002665 ,"  17,159,972 ", Low Vol ,-0.18%,7.66%,40.65%
1229, 1230 ,  LTCR Litecred ,LTCR," $45,322 ", $0.001499 ,"  30,227,750 ", Low Vol ,-0.18%,-0.84%,-4.90%
1230, 1231 ,  MDC Madcoin ,MDC," $45,319 ", $0.024906 ,"  1,819,612 ", Low Vol ,-0.18%,69.17%,297.25%
1231, 1232 ,  BSC BowsCoin ,BSC," $45,306 ", $0.008163 ,"  5,550,102 ", Low Vol ,-0.18%,3.61%,1.96%
1232, 1233 ,  ICON Iconic ,ICON," $44,747 ", $0.075473 ,"  592,894 * ", Low Vol ,-0.18%,1.41%,-20.04%
1233, 1234 ,  CWXT CryptoWorldX ... ,CWXT,"  $44,703 ", $0.000750 ,"  59,630,200 * ", Low Vol ,-0.18%,4.67%,18.67%
1234, 1235 ,  ITZ Interzone ,ITZ," $44,623 ", $0.016826 ,"  2,652,019 ", Low Vol ,-0.19%,21.10%,6.58%
1235, 1236 ,  XBTS Beatcoin ,XBTS," $43,888 ", $0.028785 ,"  1,524,686 ", Low Vol ,1.40%,-31.22%,-4.93%
1236, 1237 ,  BXC Bitcedi ,BXC," $43,154 ", $0.007497 ,"  5,756,371 ", Low Vol ,-0.18%,-17.58%,-18.78%
1237, 1238 ,  EXN ExchangeN ,EXN," $42,481 ", $0.008330 ,"  5,100,000 * ", Low Vol ,-0.18%,4.67%,18.67%
1238, 1239 ,  JS JavaScript Token ,JS," $41,987 ", $0.005254 ,"  7,991,996 * ", Low Vol ,-0.11%,26.23%,-8.51%
1239, 1240 ,  KNC KingN Coin ,KNC," $41,838 ", $20.83 ,"  2,009 * ", Low Vol ,-0.19%,4.66%,7.79%
1240, 1241 ,  STEPS Steps ,STEPS," $40,337 ", $0.002166 ,"  18,625,017 * ", Low Vol ,-0.18%,4.67%,34.48%
1241, 1242 ,  IMPS ImpulseCoin ,IMPS," $38,787 ", $0.001916 ,"  20,245,510 ", Low Vol ,-0.18%,?,45.23%
1242, 1243 ,  TAGR TAGRcoin ,TAGR," $38,653 ", $0.001000 ,"  38,669,634 * ", Low Vol ,-0.18%,1.25%,18.67%
1243, 1244 ,  PIE PIECoin ,PIE," $38,648 ", $0.003498 ,"  11,047,146 * ", Low Vol ,-0.18%,7.22%,21.53%
1244, 1245 ,  LUNA Luna Coin ,LUNA," $38,491 ", $0.022557 ,"  1,706,429 ", Low Vol ,-2.29%,-4.46%,-31.02%
1245, 1246 ,  BIOS BiosCrypto ,BIOS," $38,156 ", $0.001833 ,"  20,821,709 * ", Low Vol ,-0.18%,4.67%,13.93%
1246, 1247 ,  BOAT BOAT ,BOAT," $37,079 ", $0.001999 ,"  18,547,845 ", Low Vol ,-0.18%,25.60%,14.98%
1247, 1248 ,  LIR LetItRide ,LIR," $36,998 ", $0.001000 ,"  37,013,886 * ", Low Vol ,-0.18%,4.67%,18.67%
1248, 1249 ,  RMC Remicoin ,RMC," $35,604 ", $0.018992 ,"  1,874,726 * ", Low Vol ,-0.18%,5.12%,18.15%
1249, 1250 ,  GEERT GeertCoin ,GEERT," $33,502 ", $0.006580 ,"  5,091,200 ", Low Vol ,-0.18%,3.36%,23.34%
1250, 1251 ,  PLACO PlayerCoin ,PLACO," $32,179 ", $0.000916 ,"  35,120,000 ", Low Vol ,-0.18%,4.67%,8.78%
1251, 1252 ,  COXST CoExistCoin ,COXST," $31,983 ", $0.001180 ,"  27,100,000 * ", Low Vol ,0.21%,-67.04%,-4.69%
1252, 1253 ,  CRT CRTCoin ,CRT," $31,694 ", $0.399825 ,"  79,270 ", Low Vol ,-0.18%,4.66%,18.67%
1253, 1254 ,  DES Destiny ,DES," $28,802 ", $0.018001 ,"  1,600,000 ", ? ,?,4.72%,-3.37%
1254, 1255 ,  ZNE Zonecoin ,ZNE," $26,669 ", $0.010329 ,"  2,581,970 ", Low Vol ,-0.18%,6.39%,-1.29%
1255, 1256 ,  JOBS JobsCoin ,JOBS," $26,493 ", $0.000250 ,"  106,019,270 ", Low Vol ,-0.18%,4.67%,18.67%
1256, 1257 ,  PEX PosEx ,PEX," $25,952 ", $0.010579 ,"  2,453,240 ", Low Vol ,-0.18%,11.71%,28.17%
1257, 1258 ,  RSGP RSGPcoin ,RSGP," $25,834 ", $14.93 ,"  1,731 * ", Low Vol ,-0.18%,4.67%,11.08%
